 0.1738000000000000E+04, 0.4902799806931690E+04, 7.7430418973615078E-06
    1,    0, 0.0000000000000000E+00, 0.0000000000000000E+00, 
    1,    1, 0.0000000000000000E+00, 0.0000000000000000E+00, 
    2,    0,-9.0882923650770995E-05, 0.0000000000000000E+00, 
    2,    1, 8.4954064857652003E-11, 9.7726994478962992E-10, 
    2,    2, 3.4670944268755999E-05,-2.4064244523445002E-10, 
    3,    0,-3.1974039070980999E-06, 0.0000000000000000E+00, 
    3,    1, 2.6367948585301000E-05, 5.4545621847343999E-06, 
    3,    2, 1.4171538267300000E-05, 4.8779443647939002E-06, 
    3,    3, 1.2275202024552999E-05,-1.7743747889595000E-06, 
    4,    0, 3.2347924522417001E-06, 0.0000000000000000E+00, 
    4,    1,-6.0134612265187000E-06, 1.6643327702085001E-06, 
    4,    2,-7.1161737190123004E-06,-6.7770230383513997E-06, 
    4,    3,-1.3499173662211000E-06,-1.3444991147298001E-05, 
    4,    4,-6.0069115393814999E-06, 3.9266111458205004E-06, 
    5,    0,-2.2378186921629999E-07, 0.0000000000000000E+00, 
    5,    1,-1.0116123460056000E-06,-4.1189034337586998E-06, 
    5,    2, 4.3995350687644004E-06, 1.0571040222894000E-06, 
    5,    3, 4.6619443222844998E-07, 8.6988722731551006E-06, 
    5,    4, 2.7542004508341999E-06, 6.7624331748839005E-08, 
    5,    5, 3.1107298179927999E-06,-2.7545431341824001E-06, 
    6,    0, 3.8184191011809003E-06, 0.0000000000000000E+00, 
    6,    1, 1.5282769193243000E-06,-2.5995934726698998E-06, 
    6,    2,-4.3973005721118001E-06,-2.1676869353336998E-06, 
    6,    3,-3.3175420296933002E-06,-3.4274097833201001E-06, 
    6,    4, 3.4122057961179000E-07,-4.0580193556196003E-06, 
    6,    5, 1.4543741845814999E-06,-1.0341804065343001E-05, 
    6,    6,-4.6842414195666002E-06, 7.2298542235022004E-06, 
    7,    0, 5.5933881887178998E-06, 0.0000000000000000E+00, 
    7,    1, 7.4716915273386999E-06,-1.1974837275945000E-07, 
    7,    2,-6.5012294054409005E-07, 2.4111005879336999E-06, 
    7,    3, 5.9942806310729004E-07, 2.3573269328809000E-06, 
    7,    4,-8.4369454620858004E-07, 7.5651532118737996E-07, 
    7,    5,-2.0682821988196001E-07, 1.0693087986910999E-06, 
    7,    6,-1.0653045588942000E-06, 1.1004282428110999E-06, 
    7,    7,-1.8202645695563999E-06,-1.5999965833572001E-06, 
    8,    0, 2.3468300594816001E-06, 0.0000000000000000E+00, 
    8,    1, 4.1735904924526999E-09, 1.0980290732908000E-06, 
    8,    2, 3.0093221489839999E-06, 1.9305655599869999E-06, 
    8,    3,-1.8890482916189001E-06, 9.5448280394918990E-07, 
    8,    4, 3.4086972282042999E-06,-5.2824948185726003E-07, 
    8,    5,-1.2480443032891000E-06, 2.9185712820189999E-06, 
    8,    6,-1.6604388534337000E-06,-2.1146631041151002E-06, 
    8,    7,-1.5096535588051000E-06, 3.2688520883962001E-06, 
    8,    8,-2.4856047110162002E-06, 2.1164273548015999E-06, 
